JHG1,JHG2,JHG3,JHG4,JHG,CENTRE,JHGBIS,AUTO,AUTOBIS,AUTOTRIS,VOTESA,VOTEIND,VOTECH,VOTEQ,VICTOIRE,VOTEHYP1,VOTEHYP2,SEXE,AGE,SCOL,LANGUE,TRAV,PROF,REV,CODE,RELIGION,QUEBEC,IDENT,IDENTP,ESTIME,IDEOLOGI,MONDE,FRANCAIS,COMP,SPIRALE,UTILE,CHOMAGE,PROXPLQ,PROXPQ,PROXADQ,PROXRAP,POLITIS,PRESENT,PESSIMI,POLITIQU,ORIENT,PRESENCE,PARTICIP,PATRIMOI,POIDS,Q1,Q2A,Q2B,Q2C,Q2D,Q3,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q6A,Q6B,Q6C,Q7A,Q7B,Q7C,Q8A,Q8B,Q8C,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11,Q11R,Q12,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q14A,Q14B,Q14C,Q14D,Q14E,Q15,Q16,Q17,Q18,Q19A1,Q19A2,Q19A3,Q19A4,Q19A5,Q19A6,Q19A7,Q19A8,Q19B1,Q19B2,Q19B3,Q19B4,Q19B5,Q19B6,Q19B7,Q19B8,Q19C1,Q19C2,Q19C3,Q19C4,Q19C5,Q19C6,Q19C7,Q19C8,Q20A,Q20B,Q20C,Q20D,Q20E,Q21A,Q21B,Q21C,Q21D,Q22A,Q22B,Q22C,Q22D,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31A,Q31B,Q31C,Q31D,Q31E,Q31F,Q31G,Q31H,Q32A,Q32B,Q32C,Q32D,Q33A1,Q33A2,Q33A3,Q33B1,Q33B2,Q33B3,Q33C1,Q33C2,Q33C3,Q34A,Q34B,Q34C,Q34D,Q34E,Q34F,Q34G,Q34H,Q34I,Q35A,Q35B,Q36,Q37,Q38A,Q38B,Q38C,Q38D,Q39,Q40,Q41,Q42,Q43,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G1,Q44G2,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54A,Q54B,Q55A,Q55B,Q55C,Q55D,Q55E,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63A,Q63B,Q63C,Q63D,Q63E,Q63F,Q66A,Q66B,Q66C,Q66D1,Q66D2,Q66E,Q67,Q68A,Q68B,Q69,SEGMENT,Q57R,STR,NPERS3,GRAP,REGION,SEQUENCE,GRAPPE,CARTE,INTERV,TIME3,NPERS1,NPERS2,POSTAL,SEXEA,STATUT,TELPREN,TELREGN,TELSUFN,FILTER_$,NEURO2,ZONE,WTC
OUI-1,NON-2,NON-3,NON-4,1-OUI,CENTRE,1-OUI,S06,AUTOC,CENTR,OUI-SA,NON-IND,PROV,PQ,VNOUI,OO-SA,NO-IND,FEMME,65+,PRIM,FRA,RETRAITE,,25000,450,REL++,PROVINCE,C-F,IDENT++,EST=,CC,MOND-,FRA+,COMP-,SPIR+,UTILE,CHOM-,PLQ-,PQ+,ADQ-,RAP=,POL=,EGAL,PESS=,POS,QUE++,INT++,10.0,9.0,0.8464534011278768,Aussi bien,Plutôt désaccord,T-à-f désaccord,T-à-f désaccord,T-à-f désaccord,Télévision,Rarement,Assez souvent,Rarement,Rarement,Très souvent,Très souvent,Très souvent,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Jamais,Rarement,Rarement,Rarement,Rarement,Rarement,Très souvent,Jamais,Jamais,105.7_______,Rythme FM,Non,Pas-du-tout,Assez,Beaucoup,Beaucoup,Beaucoup,Beaucoup,Peu,Assez,Jamais,Rarement,Rarement,Rarement,Rarement,Écouter opinion,Plutôt accord,Province,Canadien français,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt désaccord,,,,,,,,,Plutôt accord,T-à-f désaccord,Plutôt désaccord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,T-à-f désaccord,T-à-f accord,,T-à-f mal,P-d-t important,Utile,Aucun,Restée la même,Restée la même,Va rester la même,Va rester la même,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Éloigné,Proche,Éloigné,Plus ou moins,Assez grandes,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Assez grandes,Peu différences,Peu différences,Québec,Québec,Québec,Québec,Les deux également,Les deux également,Les deux également,Les deux également,Québec,Québec,Québec,Défavorisés,Gr. communautaires,T-à-f accord,Plutôt désaccord,T-à-f désaccord,T-à-f accord,Mauvaise,Programmes sociaux,Programmes sociaux,Plutôt insatisfait,Plus riches,Très important,Très important,Assez important,Très important,Très important,Très important,Très important,Très important,P-d-t suffisant,Contester tribunaux,S06,Oui,,Non,Oui,Province,Egalite,PQ,,Non,Oui,Non,Oui,Oui,Change parti,58.0,Primaire,Francais,Retraité,,20000-29999,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Quelques fois/mois,Beaucoup,Beaucoup,,Centristes,6.0,2853.614457829904,1.0,1.7293103448270082,Montérégie,10675.0,1.0,0.0,580.0,  032217,1.0,0.0,J4Z1S1,F,51.0,656.0,450.0,5795.0,Selected,PLQ,Cour. Sud,Après
NON-1,NON-2,NON-3,NON-4,0-OUI,NCENTRE,,,,,,,,PLQ,,,,HOMME,45-54,CEGEP,FRA,TPLEIN,OUVRIER,65000,450,,,,,,,,,,,,,,,,,,MIEUX,,,,,,,1.1694404817771682,Mieux,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f désaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLQ,,Non,Oui,Non,Oui,Oui,Change parti,40.0,Collégial,Francais,Temps plein,Ouvrier spécialisé,60000 et plus,,,,,,,,,,,,,,,,,Non-centristes,4.0,2853.614457829904,1.0,2.389175257732053,Montérégie,10676.0,1.0,0.0,580.0,010321081011,2.0,1.0,J4Z3L7,M,52.0,926.0,450.0,927.0,Selected,PLQ,Cour. Sud,Après
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PLQ,,,,HOMME,18-24,CEGEP,FRA,TPARTIEL,ADMINIST,5000,450,,,,,,,,,,,,,,,,,,EGAL,,,,,,,1.1694404817771682,Aussi bien,Plutôt désaccord,Plutôt accord,Plutôt accord,Plutôt accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLQ,,Non,Oui,Oui,Oui,Oui,Même parti,19.0,Collégial,Francais,Temps partiel,Administrateur,Moins de 10000$,,,,,,,,,,,,,,,,,Non-centristes,1.0,2853.614457829904,2.0,2.389175257732053,Montérégie,10681.0,1.0,0.0,710.0,010733631011,4.0,2.0,J7V7G7,M,52.0,424.0,450.0,9403.0,Selected,PQ,Cour. Sud,Après
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PLQ,,,,HOMME,,CEGEP,FRA,TPLEIN,ADMINIST,5000,450,,,,,,,,,,,,,,,,,,EGAL,,,,,,,1.1694404817771682,Aussi bien,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLQ,,Non,Non,Non,Non,Non,Même parti,,Collégial,Francais,Temps plein,Administrateur,Moins de 10000$,,,,,,,,,,,,,,,,,Non-centristes,,2853.614457829904,0.0,2.389175257732053,Montérégie,10684.0,1.0,0.0,590.0,  0742161011,2.0,0.0,J0L2R0,M,52.0,583.0,450.0,6124.0,Selected,PQ,Cour. Sud,Après
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PQ,,,,FEMME,25-34,UNIV,FRA,TPLEIN,PROFESS,45000,450,,,,,,,,,,,,,,,,,,MIEUX,,,,,,,0.8464534011278768,Mieux,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQ,,Oui,Oui,Non,Oui,Oui,Même parti,34.0,Universitaire,Francais,Temps plein,Professionnel,"40000-49,999",,,,,,,,,,,,,,,,,Non-centristes,2.0,2853.614457829904,1.0,1.7293103448270082,Montérégie,10693.0,2.0,0.0,470.0,  0682171011,2.0,1.0,J0E1Z0,F,52.0,375.0,450.0,3525.0,Selected,PQ,Cour. Sud,Après
OUI-1,,OUI-3,,,,,S05,AUTOC,CENTR,OUI-SA,,PAYS,,VOUI,OO-SA,DO-IND,FEMME,65+,PRIM,FRA,RETRAITE,,,450,,NATION,QUEBECOIS,IDENT+,EST=,CG,,FRA+,COMP-,SPIR++,UTILE,CHOM=,PLQ=,PQ+,,RAP-,,EGAL,PESS+,,QUE+,INT+,9.0,8.0,0.8464534011278768,Aussi bien,Plutôt désaccord,,Plutôt accord,,Télévision,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Très souvent,Très souvent,Très souvent,Très souvent,Très souvent,Assez souvent,Très souvent,Très souvent,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Très souvent,Jamais,Très souvent,CKAC AM_____,Radio Média (AM),Oui,Pas-du-tout,Assez,Assez,Beaucoup,Assez,Assez,Assez,Peu,Rarement,Rarement,Rarement,Rarement,,Finir conversation,Plutôt accord,Nation,Québécois,,,,,,,,,,,,,,,,,Plutôt accord,Plutôt accord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f désaccord,Plutôt désaccord,Plutôt accord,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f désaccord,,Plutôt désaccord,,Assez bien,Assez important,Utile,Un peu,Restée la même,Restée la même,Va se détériorer,Va rester la même,Oui,Oui,,Non,Oui,Oui,Oui,Oui,Plus ou moins,Proche,,Éloigné,Très grandes,Assez grandes,Très grandes,Assez grandes,,,Très grandes,,,Québec,Québec,Les deux également,,Les deux également,Les deux également,Les deux également,Les deux également,Québec,,Les deux également,Personnes âgées,Gouv. québécois,Plutôt désaccord,Plutôt accord,T-à-f accord,T-à-f accord,Bonne,Programmes sociaux,Programmes sociaux,Plutôt satisfait,Classe moyenne,Assez important,Assez important,Très important,Assez important,Assez important,Assez important,Assez important,Très important,Plus ou moins,En appeler peuple,S05,Oui,,Nsp,Oui,Pays,Pour,Nsp,,,,,,,Même parti,68.0,Primaire,Francais,Retraité,,,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Quelques fois/an,Beaucoup,,,Centristes,6.0,2853.614457829904,1.0,1.7293103448270082,Montérégie,10703.0,1.0,0.0,570.0,  074008,2.0,1.0,J0L1R0,F,51.0,787.0,450.0,2232.0,Selected,PLQ,Cour. Sud,Après
NON-1,NON-2,OUI-3,NON-4,1-OUI,CENTRE,1-OUI,S04,AUTOC,CENTR,OUI-SA,NON-IND,PROV,PQ,VNON,OO-SA,NN-IND,FEMME,65+,UNIV,FRA,TPARTIEL,PROFESS,35000,450,REL++,PROVINCE,QUEBECOIS,IDENT++,EST+,CC,,FRA-,COMP+,SPIR--,,CHOM-,PLQ=,PQ+,ADQ-,RAP-,,EGAL,PESS=,POS+,QUE+,INT+,9.0,8.0,0.8464534011278768,Aussi bien,Plutôt accord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Radio,Très souvent,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Très souvent,,Assez souvent,"95,7 FM_____",Autres FM,Oui,Beaucoup,Peu,Peu,Assez,Assez,Assez,Assez,Assez,Assez souvent,Assez souvent,Assez souvent,Assez souvent,,Argumenter,Plutôt désaccord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,Plutôt accord,T-à-f désaccord,Plutôt désaccord,Plutôt accord,Plutôt accord,Plutôt accord,Plutôt accord,Plutôt désaccord,Plutôt désaccord,,Plutôt accord,Plutôt accord,Plutôt désaccord,Pas très bien,Peu important,,Aucun,Détériorée,Restée la même,Va rester la même,Va rester la même,Oui,Non,Non,Non,Oui,Non,Non,Non,Plus ou moins,Proche,Éloigné,Éloigné,Peu différences,,,Peu différences,,,Peu différences,,,Québec,Québec,Ottawa,Les deux également,Les deux également,Québec,Les deux également,Les deux également,Québec,Québec,Les deux également,,Gouv. québécois,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Bonne,Programmes sociaux,Programmes sociaux,Plutôt satisfait,Personne,Assez important,Assez important,Assez important,Peu important,Peu important,Assez important,Assez important,Assez important,T-à-f suffisant,Compensations,S04,Oui,,Non,Non,Province,Contre,PQ,,Non,Oui,Non,Oui,Oui,Même parti,58.0,Universitaire,Francais,Temps partiel,Professionnel,30000-39999,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Quelques fois/mois,Beaucoup,Assez,,Centristes,6.0,2853.614457829904,1.0,1.7293103448270082,Montérégie,10704.0,1.0,0.0,530.0,01055201,1.0,0.0,J3P3Y2,F,51.0,742.0,450.0,4944.0,Selected,PQ,Cour. Sud,Après
NON-1,OUI-2,NON-3,NON-4,1-OUI,CENTRE,1-OUI,,,,NON-SA,NON-IND,PROV,,,NN-SA,NN-IND,FEMME,65+,UNIV,FRA,MAISON,,35000,450,REL+,PROVINCE,C-F,IDENT++,EST--,CG,MOND+,FRA=,COMP++,SPIR-,UTILE,CHOM-,PLQ-,PQ-,ADQ-,RAP=,,EGAL,PESS+,NEG,QUE+,INT++,9.0,8.0,0.8464534011278768,Aussi bien,T-à-f accord,Plutôt accord,Plutôt désaccord,Plutôt désaccord,Journaux,Très souvent,Assez souvent,Très souvent,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Très souvent,Très souvent,Très souvent,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Très souvent,Jamais,Assez souvent,"100,5FM_____",Autres FM,Oui,Peu,Pas-du-tout,Pas-du-tout,Beaucoup,Beaucoup,Beaucoup,Beaucoup,Beaucoup,Très souvent,Très souvent,Rarement,Assez souvent,,Exprimer opinion,T-à-f désaccord,Province,Canadien français,,,,,,,,,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt accord,,,,,,,,,T-à-f accord,Plutôt désaccord,Plutôt accord,Plutôt accord,T-à-f accord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Plutôt accord,Assez bien,Peu important,Utile,Aucun,Détériorée,Restée la même,Va se détériorer,Va rester la même,Oui,Oui,Non,Non,Non,Non,Non,Oui,Éloigné,Éloigné,Éloigné,Plus ou moins,P-d-t différences,Assez grandes,Assez grandes,Peu différences,Assez grandes,Très grandes,Très grandes,Assez grandes,Peu différences,Québec,Québec,Ottawa,Québec,Québec,Les deux également,Les deux également,Les deux également,Québec,,Ottawa,Jeunes,Famille,Plutôt désaccord,Plutôt accord,Plutôt accord,Plutôt accord,Bonne,Programmes sociaux,Programmes sociaux,Plutôt satisfait,Personne,Assez important,Très important,Très important,Peu important,Très important,Très important,Très important,Très important,T-à-f suffisant,En appeler peuple,,Non,Non,Non,Non,Province,,Nsp,,,,,,,Change parti,56.0,Universitaire,Francais,Soins maison,,30000-39999,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Rarement,Beaucoup,Beaucoup,,Centristes,6.0,2853.614457829904,1.0,1.7293103448270082,Montérégie,10705.0,1.0,0.0,470.0,  0680651011,2.0,1.0,J2G1A1,F,51.0,372.0,450.0,4046.0,Selected,PQ,Cour. Sud,Après
OUI-1,OUI-2,OUI-3,NON-4,3-OUI,CENTRE,3-OUI,S08,AUTOS,SOUV,OUI-SA,OUI-IND,PROV,PQ,VOUI,OO-SA,OO-IND,FEMME,18-24,UNIV,FRA,TPARTIEL,PROFESS,25000,450,REL--,PROVINCE,QUEBECOIS,IDENT++,EST=,CC,MOND+,FRA+,COMP-,SPIR--,UTILE,CHOM-,PLQ-,PQ+,ADQ=,RAP-,,MIEUX,PESS=,NEG,QUE+,INT++,10.0,11.0,0.8464534011278768,Mieux,Plutôt désaccord,T-à-f accord,Plutôt accord,Plutôt désaccord,Télévision,Jamais,Jamais,Jamais,Rarement,Très souvent,Très souvent,Très souvent,Assez souvent,Assez souvent,Rarement,Jamais,Jamais,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Très souvent,107.3_______,Radio Rock Détente (FM),Non,Peu,Pas-du-tout,Pas-du-tout,Pas-du-tout,Assez,Pas-du-tout,Peu,Pas-du-tout,Rarement,,Jamais,Rarement,Rarement,Argumenter,Plutôt accord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f désaccord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt accord,Plutôt accord,T-à-f désaccord,Plutôt accord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Plutôt accord,Plutôt accord,Plutôt accord,Pas très bien,Très important,Utile,Aucun,Restée la même,Améliorée,Va rester la même,Va rester la même,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Éloigné,Proche,Plus ou moins,Éloigné,Assez grandes,Très grandes,Peu différences,Très grandes,Très grandes,Peu différences,,,,Ottawa,Québec,Québec,Québec,Québec,Québec,Québec,Ottawa,Québec,,Ottawa,Jeunes,Gouv. québécois,Plutôt désaccord,Plutôt accord,Plutôt accord,Plutôt accord,Bonne,Baisser impots,Rembourser dette,Plutôt satisfait,Classe moyenne,Assez important,Assez important,Très important,Très important,Très important,Très important,Très important,Très important,T-à-f suffisant,En appeler peuple,S08,Oui,,Oui,,Province,Pour,PQ,,Non,Oui,Non,Oui,Oui,Même parti,24.0,Universitaire,Francais,Temps partiel,Professionnel,20000-29999,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Rarement,Assez,Pas-du-tout,,Centristes,1.0,2853.614457829904,1.0,1.7293103448270082,Montérégie,10706.0,1.0,0.0,470.0,01068177,1.0,0.0,J2G3K7,F,51.0,375.0,450.0,7382.0,Selected,PQ,Cour. Sud,Après
NON-1,NON-2,NON-3,NON-4,0-OUI,NCENTRE,,,,,,,,PLQ,,,,FEMME,65+,SEC,FRA,TPARTIEL,EMPLOYE,25000,450,,,,,,,,,,,,,,,,,,PIRE,,,,,,,0.8464534011278768,Moins bien,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f désaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLQ,,Non,Oui,Non,Oui,Oui,Change parti,55.0,Secondaire,Francais,Temps partiel,Employé bureau,20000-29999,,,,,,,,,,,,,,,,,Non-centristes,6.0,2853.614457829904,1.0,1.7293103448270082,Montérégie,10709.0,1.0,0.0,590.0,  0743521011,1.0,0.0,J4B1A2,F,52.0,655.0,450.0,6742.0,Selected,PLQ,Cour. Sud,Après
OUI-1,NON-2,NON-3,NON-4,1-OUI,CENTRE,1-OUI,S04,AUTOC,CENTR,NON-SA,NON-IND,PROV,ADQ,VNON,NN-SA,NN-IND,FEMME,25-34,,FRA,TPLEIN,PROFESS,45000,450,REL+,PEUPLE,QUEBECOIS,IDENT++,EST+,CG,MOND+,FRA+,COMP+,SPIR+,UTILE,CHOM-,PLQ-,PQ=,ADQ+,RAP-,,MIEUX,PESS+,POS,QUE++,INT+,12.0,10.0,0.8464534011278768,Mieux,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Télévision,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Assez souvent,Rarement,Rarement,Assez souvent,Rarement,Rarement,Très souvent,Jamais,Jamais,Assez souvent,Jamais,Jamais,Assez souvent,Jamais,Assez souvent,Rarement,CKOIFM______,Rock Pop (FM),Oui,Peu,Beaucoup,Assez,Beaucoup,Beaucoup,Beaucoup,Beaucoup,Beaucoup,Rarement,,Rarement,Rarement,Rarement,Écouter opinion,Plutôt désaccord,Peuple,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,Plutôt accord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,T-à-f accord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Plutôt désaccord,Assez bien,Assez important,Utile,Aucun,Restée la même,Améliorée,Va se détériorer,Va rester la même,Non,Non,Non,Oui,Oui,Non,Non,Non,Éloigné,Plus ou moins,Proche,Éloigné,Peu différences,Très grandes,Assez grandes,Peu différences,Assez grandes,Assez grandes,Assez grandes,Peu différences,Peu différences,Québec,Québec,Québec,Ottawa,Québec,Ottawa,Ottawa,Ottawa,Québec,Québec,Québec,,Municipalité,Plutôt désaccord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Bonne,Programmes sociaux,Programmes sociaux,Plutôt satisfait,Classe moyenne,Assez important,Peu important,Peu important,P-d-t important,Assez important,Assez important,Assez important,Assez important,Plus ou moins,Contester tribunaux,S04,Non,Non,Non,Non,Province,Contre,ADQ,,Non,Oui,Non,Oui,Oui,Change parti,27.0,,Francais,Temps plein,Professionnel,"40000-49,999",Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Quelques fois/an,Assez,Assez,,Centristes,2.0,2853.614457829904,1.0,1.7293103448270082,Montérégie,10712.0,1.0,0.0,580.0,  032311,2.0,1.0,J4P1G4,F,51.0,465.0,450.0,4242.0,Selected,PQ,Cour. Sud,Après
NON-1,OUI-2,NON-3,OUI-4,2-OUI,CENTRE,2-OUI,S06,AUTOC,CENTR,OUI-SA,NON-IND,PAYS,ADQ,VNON,OO-SA,NO-IND,HOMME,18-24,SEC,FRA,ETUDES,,5000,450,REL-,PEUPLE,QUEBECOIS,IDENT++,EST++,CG,MOND+,FRA-,COMP+,SPIR+,UTILE,CHOM-,PLQ=,PQ=,ADQ+,RAP=,POL-,MIEUX,OPT+,POS,QUE++,INT+,10.0,10.0,1.1694404817771682,Mieux,Plutôt accord,T-à-f accord,T-à-f désaccord,Plutôt accord,Télévision,Jamais,Jamais,Jamais,Rarement,Jamais,Rarement,Assez souvent,Jamais,Jamais,Très souvent,Jamais,Jamais,Rarement,Jamais,Rarement,Assez souvent,Jamais,Jamais,Jamais,Assez souvent,Jamais,Très souvent,94.3________,Radio Énergie (FM),Oui,Pas-du-tout,Pas-du-tout,Peu,Pas-du-tout,Pas-du-tout,Pas-du-tout,Pas-du-tout,Peu,Jamais,Jamais,Rarement,Rarement,Rarement,Écouter opinion,Plutôt désaccord,Peuple,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f désaccord,Plutôt désaccord,Plutôt accord,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,Assez bien,Très important,Utile,Aucun,Détériorée,Restée la même,Va s'améliorer,Va rester la même,Non,Non,Non,Oui,Oui,Non,Non,Non,Plus ou moins,Plus ou moins,Proche,Plus ou moins,P-d-t différences,Assez grandes,Assez grandes,Peu différences,Très grandes,Très grandes,Peu différences,Peu différences,Peu différences,Québec,Québec,Québec,Les deux également,Québec,Ottawa,Québec,Les deux également,Québec,,,,Famille,Plutôt désaccord,T-à-f désaccord,Plutôt désaccord,T-à-f accord,Bonne,Programmes sociaux,Programmes sociaux,Plutôt satisfait,Plus riches,Assez important,Assez important,Peu important,Peu important,Assez important,Assez important,Assez important,Assez important,T-à-f suffisant,En appeler peuple,S06,Oui,,Non,Oui,Pays,Contre,ADQ,,Non,Oui,Non,Non,Non,Change parti,19.0,Secondaire,Francais,Études,,Moins de 10000$,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Rarement,Assez,Assez,,Centristes,1.0,2853.614457829904,1.0,2.389175257732053,Montérégie,10713.0,1.0,0.0,540.0,010630581011,3.0,2.0,J0H1W0,M,51.0,772.0,450.0,5080.0,Selected,PQ,Cour. Sud,Après
